vectorizer,scaler,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,mean_score_time,std_score_time,rank_test_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,std_fit_time,params
TfidfVectorizer(min_df=7),passthrough,100,entropy,7,10,2,sqrt,,0.4208,0.1103,169,0.6871,0.0078,0.6804,0.6821,0.6935,0.6803,0.6993,5.311,0.0851,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,7,10,5,sqrt,,0.3464,0.0539,170,0.6871,0.0036,0.6863,0.6891,0.6906,0.6803,0.689,5.348,0.5218,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,7,5,5,sqrt,,0.3566,0.038,170,0.6871,0.0036,0.6863,0.6891,0.6906,0.6803,0.689,4.5103,0.1471,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,7,5,2,sqrt,,0.412,0.0189,172,0.6869,0.0073,0.6788,0.6857,0.6917,0.68,0.6984,4.5318,0.0807,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,7,5,2,sqrt,,0.4087,0.0182,173,0.6868,0.0068,0.6818,0.6853,0.6934,0.6778,0.6957,3.7685,0.3859,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,7,10,2,sqrt,,0.7003,0.1361,174,0.6864,0.0045,0.6808,0.687,0.6936,0.6825,0.6881,3.8755,0.2118,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,7,5,5,sqrt,,0.4053,0.0372,175,0.6843,0.0059,0.6811,0.6832,0.6925,0.6758,0.6891,3.4902,0.1196,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,7,10,5,sqrt,,0.6609,0.1577,175,0.6843,0.0059,0.6811,0.6832,0.6925,0.6758,0.6891,5.4525,0.4003,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,gini,7,5,2,sqrt,,0.26,0.0078,177,0.683,0.0103,0.7004,0.6689,0.6778,0.6842,0.6838,2.5316,0.0392,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,gini,7,10,2,sqrt,,0.2791,0.013,178,0.6818,0.0105,0.6976,0.6667,0.6748,0.6856,0.6845,2.1437,0.0202,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,gini,7,10,5,sqrt,,0.4213,0.0863,179,0.68,0.0129,0.6979,0.6608,0.6709,0.684,0.6864,4.2927,0.0828,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,gini,7,5,5,sqrt,,0.3781,0.139,179,0.68,0.0129,0.6979,0.6608,0.6709,0.684,0.6864,3.7532,0.2285,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,7,10,2,sqrt,,0.2771,0.0219,181,0.6785,0.0101,0.6923,0.661,0.6778,0.6817,0.6795,2.2063,0.1898,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,7,5,2,sqrt,,0.2486,0.0039,182,0.6782,0.0113,0.6928,0.6582,0.6793,0.6832,0.6773,2.2542,0.008,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,7,10,5,sqrt,,0.4158,0.1458,183,0.6766,0.0116,0.691,0.6557,0.6764,0.6815,0.6785,2.9242,0.3891,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,7,5,5,sqrt,,0.4313,0.044,183,0.6766,0.0116,0.691,0.6557,0.6764,0.6815,0.6785,2.529,0.3685,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,7,5,5,sqrt,,0.3313,0.0337,185,0.6746,0.0089,0.6842,0.6581,0.6741,0.6786,0.6782,2.56,0.0794,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,7,10,5,sqrt,,0.5769,0.2188,185,0.6746,0.0089,0.6842,0.6581,0.6741,0.6786,0.6782,2.9101,0.2733,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,7,5,2,sqrt,,0.3032,0.0068,187,0.6733,0.0098,0.6802,0.6541,0.6785,0.6739,0.6796,4.0273,0.036,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,7,5,2,sqrt,,0.3762,0.1107,188,0.6729,0.0093,0.6812,0.656,0.6786,0.6792,0.6696,2.5985,0.3533,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,7,10,2,sqrt,,0.3333,0.0125,189,0.6726,0.0094,0.6828,0.6551,0.6726,0.6743,0.6784,2.9753,0.0465,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,7,10,2,sqrt,,0.3548,0.0276,190,0.6723,0.0098,0.6788,0.653,0.6754,0.6789,0.6754,2.3826,0.0595,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,7,5,5,sqrt,,0.2943,0.0403,191,0.6719,0.009,0.6798,0.6548,0.6751,0.678,0.672,2.5796,0.3527,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,7,10,5,sqrt,,0.2983,0.0082,191,0.6719,0.009,0.6798,0.6548,0.6751,0.678,0.672,2.2694,0.0777,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
