vectorizer,scaler,oversampler,undersampler,estimator,n_estimators,estimator,n_estimators,learning_rate,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,mean_score_time,std_score_time,rank_test_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,std_fit_time,params
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,5,2,,1.9162,0.0952,93,0.7184,0.0063,0.7165,0.7124,0.7252,0.7114,0.7265,60.8298,0.8662,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,10,2,,2.5141,0.189,97,0.717,0.0088,0.713,0.7083,0.7259,0.7085,0.7292,26.2735,0.5727,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,5,2,,2.171,0.0952,97,0.717,0.0088,0.713,0.7083,0.7259,0.7085,0.7292,20.4294,0.2267,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,10,5,,2.7274,0.2069,97,0.717,0.0088,0.713,0.7083,0.7259,0.7085,0.7292,26.0745,0.3841,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,5,5,,2.7082,0.1123,97,0.717,0.0088,0.713,0.7083,0.7259,0.7085,0.7292,31.0895,1.2413,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,10,5,,6.2224,0.4811,101,0.7165,0.0087,0.7119,0.708,0.7251,0.7086,0.7287,75.0095,4.6789,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,5,5,,6.5117,0.1894,101,0.7165,0.0087,0.7119,0.708,0.7251,0.7086,0.7287,70.6808,0.9535,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,5,2,,5.7018,0.7884,101,0.7165,0.0087,0.7119,0.708,0.7251,0.7086,0.7287,62.5587,0.8741,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,10,2,,6.4442,0.5367,101,0.7165,0.0087,0.7119,0.708,0.7251,0.7086,0.7287,78.7249,2.4335,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,10,2,,6.0433,0.3177,105,0.7132,0.0078,0.7096,0.7091,0.7219,0.7027,0.7227,62.3047,0.9143,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,10,5,,5.6674,0.4319,105,0.7132,0.0078,0.7096,0.7091,0.7219,0.7027,0.7227,60.59,0.9761,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,5,2,,5.9266,0.3137,105,0.7132,0.0078,0.7096,0.7091,0.7219,0.7027,0.7227,63.6736,1.3283,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,5,5,,5.6021,0.2458,105,0.7132,0.0078,0.7096,0.7091,0.7219,0.7027,0.7227,62.0353,0.6922,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,5,5,,2.2157,0.0605,109,0.7127,0.0089,0.7105,0.7018,0.7232,0.705,0.7229,61.3134,3.2929,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,10,2,,2.3692,0.1888,109,0.7127,0.0089,0.7105,0.7018,0.7232,0.705,0.7229,63.239,0.4879,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,10,5,,2.5194,0.1298,109,0.7127,0.0089,0.7105,0.7018,0.7232,0.705,0.7229,67.9368,0.7474,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,5,2,,1.9675,0.0582,109,0.7127,0.0089,0.7105,0.7018,0.7232,0.705,0.7229,52.4496,0.323,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,10,5,,6.7229,0.326,113,0.7125,0.009,0.7086,0.7041,0.7213,0.7035,0.7252,182.651,1.6202,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,5,5,,6.9393,0.6224,113,0.7125,0.009,0.7086,0.7041,0.7213,0.7035,0.7252,175.9343,0.4995,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,5,2,,6.3755,0.1826,113,0.7125,0.009,0.7086,0.7041,0.7213,0.7035,0.7252,187.6728,1.0623,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,gini,1,10,2,,7.4952,0.6433,113,0.7125,0.009,0.7086,0.7041,0.7213,0.7035,0.7252,181.7801,2.1026,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,5,5,,2.2993,0.079,117,0.7111,0.0074,0.7087,0.7065,0.7132,0.7026,0.7243,21.6351,0.1345,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,10,2,,2.065,0.0935,117,0.7111,0.0074,0.7087,0.7065,0.7132,0.7026,0.7243,21.6305,0.8119,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,10,5,,1.9967,0.0726,117,0.7111,0.0074,0.7087,0.7065,0.7132,0.7026,0.7243,22.2296,0.3301,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,5,2,,1.9842,0.0164,117,0.7111,0.0074,0.7087,0.7065,0.7132,0.7026,0.7243,21.902,0.2793,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,10,2,,5.8908,0.4186,121,0.7077,0.0066,0.7056,0.703,0.7118,0.7,0.7183,183.1531,0.3899,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,10,5,,5.8935,0.24,121,0.7077,0.0066,0.7056,0.703,0.7118,0.7,0.7183,176.1172,1.0118,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,5,2,,5.7069,0.4111,121,0.7077,0.0066,0.7056,0.703,0.7118,0.7,0.7183,189.5737,0.3489,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,5,5,,5.6538,0.1569,121,0.7077,0.0066,0.7056,0.703,0.7118,0.7,0.7183,176.6347,1.0257,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,5,2,,2.1445,0.1445,125,0.7057,0.0089,0.701,0.6999,0.7093,0.697,0.7215,64.407,0.3025,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,10,5,,1.9874,0.1074,125,0.7057,0.0089,0.701,0.6999,0.7093,0.697,0.7215,60.1721,0.4574,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,1,10,2,,2.1937,0.1414,125,0.7057,0.0089,0.701,0.6999,0.7093,0.697,0.7215,59.0807,0.2763,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
